group,name,size,uuid
10796,PrePiloto_ConcernsHighFreq,0,1d1deb00-ffa3-4634-8b94-66ab88f86635
10795,PrePiloto_ConcernsLowFreq,0,55408515-4f33-4816-84e9-9d91fccb1d8a
10784,PrePiloto_RemNoApptDate,0,ede51a83-a67e-4ee2-8781-699f80c7f6f7
10695,PrePiloto_All,121,00d53313-06a7-456b-83d5-7666823faa24
10659,MIPRUEBA,22,ec5995ad-274d-46e3-a84e-e1e34d96b395
10656,limboHist_fdv,0,f5ef38c2-53dd-451b-9c48-56dbf4052368
10655,limbo_fdv,36,b892f2fa-ae7c-44c4-a478-edef158e9b7e
10654,followUpHist_fdv,0,4263aa70-c51e-4c3e-a5f2-9e6c0f98a713
10653,followUp_fdv,2,48b75081-8d97-4245-8a6b-0035d7ce35db
10652,track1Hist_fdv,395,f17d2d13-2ff7-4b05-8ebd-b0df8460661f
10646,pathTo_track2Hist_fdv,0,171db115-36ab-4a88-b9eb-2923abb1a2bf
10645,pathTo_track2_fdv,0,6f7c428f-8bae-4cda-aafb-c8b6d474af8a
10642,PrePiloto_NewContacts,0,ebc2e013-9cd6-413c-b24a-43415d6fbc7e
10641,Embarazo,0,8d537786-b127-4443-98d1-f11ad9ee8915
7206,Ahorran,0,82ba0251-29fb-4320-b30e-c3695debdce7
7205,Celular,0,22a67ed7-e9b0-4027-914e-f030f9335b66
7087,Embarazo,0,0f5a9969-0f9f-4519-972a-706b051f5b22
7086,No Vitaminas,0,1f092ef3-c0c8-48d3-9616-c04230d8c6b4
